timestamp_lsl,timestamp_iso,TP9,AF7,AF8,TP10
1781532874.431567,2026-06-15T21:14:34.748,22.4609375,-166.9921875,-57.6171875,97.16796875
1781532874.435467,2026-06-15T21:14:34.748,-4.39453125,-446.2890625,-183.59375,0.48828125
1781532874.439430,2026-06-15T21:14:34.748,-21.97265625,-342.7734375,-186.5234375,-100.5859375
1781532874.443330,2026-06-15T21:14:34.748,-27.83203125,-247.0703125,-191.40625,-108.3984375
1781532874.447230,2026-06-15T21:14:34.748,-20.01953125,-379.39453125,-244.140625,6.8359375
1781532874.451130,2026-06-15T21:14:34.748,1.46484375,-522.4609375,-261.23046875,91.796875
1781532874.455029,2026-06-15T21:14:34.748,-2.44140625,-316.89453125,-140.13671875,8.30078125
1781532874.458929,2026-06-15T21:14:34.748,-22.94921875,-451.66015625,-224.609375,-92.28515625
1781532874.462829,2026-06-15T21:14:34.748,-45.41015625,-854.00390625,-424.8046875,-107.91015625
1781532874.466729,2026-06-15T21:14:34.748,-28.3203125,-837.890625,-395.01953125,8.7890625
1781532874.470628,2026-06-15T21:14:34.748,-4.39453125,-247.0703125,-23.4375,96.19140625
1781532874.474528,2026-06-15T21:14:34.748,-16.11328125,11.23046875,4.8828125,23.4375
1781532874.478428,2026-06-15T21:14:34.748,-32.2265625,-395.01953125,-200.68359375,-78.61328125
1781532874.482328,2026-06-15T21:14:34.748,-27.34375,-562.01171875,-260.7421875,-96.6796875
1781532874.486285,2026-06-15T21:14:35.879,-8.30078125,-325.68359375,-195.3125,-4.8828125
1781532874.490185,2026-06-15T21:14:35.879,3.90625,-213.37890625,-73.2421875,76.171875
1781532874.494085,2026-06-15T21:14:35.879,6.8359375,-348.14453125,-129.8828125,42.48046875
1781532874.497984,2026-06-15T21:14:35.879,-3.90625,-396.97265625,-216.30859375,-58.10546875
1781532874.501884,2026-06-15T21:14:35.879,-36.62109375,-385.7421875,-264.16015625,-124.0234375
1781532874.505784,2026-06-15T21:14:35.879,-41.9921875,-591.30859375,-289.55078125,-43.9453125
1781532874.509684,2026-06-15T21:14:35.879,-9.765625,-841.796875,-330.078125,85.9375
1781532874.513583,2026-06-15T21:14:35.879,-1.46484375,-836.42578125,-339.84375,64.94140625
1781532874.517483,2026-06-15T21:14:35.879,-13.18359375,-449.21875,-210.9375,-69.3359375
1781532874.521383,2026-06-15T21:14:35.879,-16.11328125,-416.015625,-280.2734375,-125.9765625
1781532874.525283,2026-06-15T21:14:35.879,-7.32421875,-585.9375,-291.9921875,-38.57421875
1781532874.529182,2026-06-15T21:14:35.879,12.6953125,-272.94921875,-70.80078125,76.66015625
1781532874.533134,2026-06-15T21:14:35.879,5.859375,-39.0625,9.27734375,59.5703125
1781532874.537034,2026-06-15T21:14:35.879,-4.39453125,-354.98046875,-215.33203125,-54.6875
1781532874.540934,2026-06-15T21:14:35.879,-17.578125,-598.6328125,-346.6796875,-121.58203125
1781532874.544833,2026-06-15T21:14:35.879,-29.296875,-405.2734375,-221.19140625,-75.68359375
1781532874.548733,2026-06-15T21:14:35.879,-7.8125,-199.70703125,-129.39453125,42.96875
1781532874.552633,2026-06-15T21:14:35.879,-8.7890625,-553.7109375,-318.84765625,68.359375
1781532874.556533,2026-06-15T21:14:35.879,-35.64453125,-854.4921875,-415.0390625,-32.71484375
1781532874.560433,2026-06-15T21:14:35.879,-51.26953125,-468.75,-222.65625,-117.67578125
1781532874.564332,2026-06-15T21:14:35.879,-48.33984375,-339.35546875,-212.40234375,-91.30859375
1781532874.568232,2026-06-15T21:14:35.879,-16.6015625,-671.38671875,-314.453125,38.0859375
1781532874.572132,2026-06-15T21:14:35.879,-6.34765625,-620.60546875,-208.49609375,76.66015625
1781532874.576032,2026-06-15T21:14:35.879,-29.296875,-168.9453125,-64.453125,-49.8046875
1781532874.580025,2026-06-15T21:14:35.879,-47.8515625,-304.19921875,-243.65234375,-149.4140625
1781532874.583925,2026-06-15T21:14:35.879,-58.59375,-597.16796875,-303.7109375,-134.27734375
1781532874.587824,2026-06-15T21:14:35.879,-28.80859375,-418.9453125,-156.73828125,0.48828125
